Employee_ID,Department,Job_Role,Experience_Level,Region,AI_Tool_Used,Daily_AI_Usage_Minutes,Use_Case,Prompt_Complexity,Tasks_Completed_Per_Day,Avg_Task_Time_Before_AI,Avg_Task_Time_After_AI,Productivity_Improvement_%,Revenue_Impact_USD,Cost_Savings_USD,Error_Rate_Reduction_%,Decision_Speed_Improvement_%,Adoption_Level,Satisfaction_Score,Training_Hours,AI_Trust_Level,Date,Month,Quarter
EMP0465,Operations,Supply Chain Analyst,Mid,US,Claude,71.3,Content Creation,High,6.2,45.5,32.6,28.35,5315.28,2965.85,25.35,36.69,Medium,9.1,12.1,High,2024-03-12,March,Q1
EMP0466,IT,IT Manager,Mid,APAC,ChatGPT,91.6,Research,Medium,9.6,36.2,22.5,37.85,10143.07,4249.97,33.23,27.61,High,7.9,14.8,High,2024-01-03,January,Q1
EMP0467,Marketing,Marketing Manager,Junior,India,ChatGPT,78.0,Research,Medium,8.5,59.4,40.7,31.48,6746.57,2439.52,33.54,53.23,Medium,9.4,24.2,High,2024-04-20,April,Q2
EMP0468,Finance,FP&A Manager,Junior,India,Claude,70.2,Content Creation,Low,4.5,50.1,35.5,29.14,7087.68,3548.13,29.24,17.52,Medium,7.0,15.4,Medium,2024-11-07,November,Q4
EMP0469,IT,Cybersecurity Analyst,Junior,US,ChatGPT,89.5,Coding,Medium,7.3,82.1,51.8,36.91,11175.8,2785.5,33.62,51.73,High,9.0,15.1,Medium,2024-05-27,May,Q2
EMP0470,Sales,Account Executive,Mid,India,Copilot,77.9,Customer Support,Low,6.4,34.0,23.2,31.76,7745.87,1058.94,21.48,22.76,Low,7.2,10.9,Medium,2024-01-25,January,Q1
EMP0471,Sales,Account Executive,Senior,Europe,Copilot,50.1,Research,High,7.4,57.0,44.1,22.63,10475.76,2178.17,12.22,30.79,Low,8.2,6.7,Medium,2024-11-14,November,Q4
EMP0472,Sales,Sales Analyst,Junior,India,ChatGPT,89.7,Customer Support,Medium,6.4,30.1,21.7,27.91,16635.26,2253.44,36.89,26.86,Medium,9.0,15.4,High,2024-09-12,September,Q3
EMP0473,Finance,CFO Analyst,Senior,India,Claude,55.1,Data Analysis,High,5.6,59.2,42.7,27.87,8335.92,4518.55,29.17,29.7,Medium,7.6,15.8,Medium,2024-11-19,November,Q4
EMP0474,IT,Cybersecurity Analyst,Mid,India,OpenAI API,77.1,Research,Medium,10.2,67.8,45.2,33.33,8709.98,3246.21,29.08,26.81,High,8.5,8.7,Low,2024-03-14,March,Q1
EMP0475,Sales,SDR,Mid,India,Copilot,82.9,Customer Support,Medium,9.3,27.1,16.2,40.22,14009.37,2969.32,39.05,17.03,High,8.5,10.0,High,2024-11-10,November,Q4
EMP0476,HR,HR Analyst,Senior,US,ChatGPT,47.7,Data Analysis,High,6.1,82.5,56.4,31.64,3945.08,2366.04,20.69,32.74,Medium,8.7,16.3,High,2024-08-01,August,Q3
EMP0477,HR,Recruiter,Mid,US,Gemini,51.1,Data Analysis,High,7.5,66.3,49.5,25.34,2265.7,2161.25,17.32,25.24,Medium,7.3,13.3,Medium,2024-02-13,February,Q1
EMP0478,Finance,CFO Analyst,Mid,UK,OpenAI API,47.4,Data Analysis,High,5.8,60.3,49.2,18.41,6366.25,3137.84,23.69,17.32,Medium,7.8,10.8,High,2024-09-26,September,Q3
EMP0479,Marketing,Digital Marketer,Senior,India,ChatGPT,37.9,Research,Medium,10.3,63.9,45.6,28.64,9166.12,3107.88,29.66,36.75,High,7.4,10.7,Medium,2024-08-28,August,Q3
EMP0480,Sales,Sales Manager,Mid,UK,Gemini,37.0,Content Creation,Low,8.8,31.9,24.3,23.82,11655.53,2889.99,22.45,37.73,Medium,8.1,17.4,Medium,2024-07-10,July,Q3
EMP0481,HR,HR Analyst,Mid,US,Gemini,27.8,Content Creation,Low,6.6,32.5,26.4,18.77,3011.4,2432.64,15.04,34.67,Medium,6.0,12.2,High,2024-07-01,July,Q3
EMP0482,Sales,Sales Manager,Junior,US,Copilot,70.3,Customer Support,Medium,11.3,31.6,22.7,28.16,5609.27,2117.85,18.11,27.83,Medium,6.7,21.5,High,2024-12-02,December,Q4
EMP0483,Sales,Sales Manager,Junior,APAC,Gemini,37.8,Research,Medium,6.9,57.9,41.9,27.63,8186.78,2577.98,17.71,18.27,Medium,7.3,19.3,High,2024-06-19,June,Q2
EMP0484,Operations,Process Analyst,Junior,US,ChatGPT,62.3,Research,Medium,7.0,76.0,52.5,30.92,7253.56,4079.45,27.91,35.38,High,7.5,18.2,Medium,2024-10-06,October,Q4
EMP0485,Finance,Accountant,Junior,APAC,Claude,73.4,Data Analysis,Medium,6.1,45.2,32.2,28.76,6210.72,3916.28,30.71,3.79,Medium,7.4,18.0,Low,2024-12-16,December,Q4
EMP0486,Marketing,Brand Manager,Mid,Europe,Copilot,99.2,Customer Support,Low,8.6,15.6,10.9,30.13,8314.84,2464.21,36.99,10.53,Medium,7.3,16.6,Low,2024-04-03,April,Q2
EMP0487,Marketing,Content Strategist,Junior,US,ChatGPT,95.7,Customer Support,High,9.8,54.2,37.9,30.07,7054.84,2047.31,35.18,26.63,Medium,7.4,22.2,Medium,2024-08-22,August,Q3
EMP0488,Finance,Financial Analyst,Mid,APAC,OpenAI API,105.1,Data Analysis,Medium,7.6,94.1,63.3,32.73,6579.28,3408.69,42.1,13.17,Medium,9.8,10.3,High,2024-01-23,January,Q1
EMP0489,IT,Data Scientist,Senior,India,Copilot,79.0,Data Analysis,Medium,10.1,88.8,55.7,37.27,7310.66,3444.77,34.74,35.76,High,8.3,1.0,High,2024-06-07,June,Q2
EMP0490,IT,Cybersecurity Analyst,Mid,US,ChatGPT,60.8,Research,Medium,6.1,46.5,32.5,30.11,9213.92,4246.7,24.84,44.75,High,6.9,11.9,Low,2024-08-30,August,Q3
EMP0491,Operations,Supply Chain Analyst,Mid,Europe,ChatGPT,65.3,Content Creation,High,7.4,48.5,33.4,31.13,5533.6,3485.45,33.2,31.84,High,7.2,8.3,High,2024-04-07,April,Q2
EMP0492,Sales,SDR,Junior,US,Copilot,54.7,Customer Support,Medium,9.7,51.6,34.9,32.36,14967.85,3750.87,26.76,36.44,High,8.4,19.6,Medium,2024-12-01,December,Q4
EMP0493,Sales,SDR,Mid,APAC,Copilot,65.0,Customer Support,Medium,9.0,50.0,34.0,32.0,15290.27,2793.14,31.04,24.58,High,7.8,11.7,Medium,2024-07-07,July,Q3
EMP0494,Sales,Sales Analyst,Junior,APAC,Copilot,68.6,Research,High,8.8,57.9,35.9,38.0,15764.31,2178.47,32.15,21.05,Medium,9.9,16.7,High,2024-08-13,August,Q3
EMP0495,IT,IT Manager,Mid,US,Claude,89.6,Coding,Medium,7.5,73.1,49.2,32.69,6115.6,3841.12,29.76,20.88,Medium,7.1,14.8,Medium,2024-09-11,September,Q3
EMP0496,IT,IT Manager,Junior,US,Claude,134.6,Research,Medium,8.2,59.5,35.9,39.66,9968.72,2290.11,36.78,43.56,High,8.1,16.2,Medium,2024-05-16,May,Q2
EMP0497,IT,Software Engineer,Junior,US,ChatGPT,91.4,Coding,Low,6.5,76.1,52.3,31.27,4948.38,2644.77,44.62,27.05,Medium,8.6,23.9,High,2024-08-08,August,Q3
EMP0498,Sales,Business Dev Manager,Mid,APAC,ChatGPT,60.1,Research,Medium,9.4,80.1,55.9,30.21,11933.32,2190.15,25.49,20.95,High,7.6,9.6,High,2024-05-30,May,Q2
EMP0499,IT,DevOps Engineer,Mid,UK,Copilot,116.1,Coding,High,5.0,78.2,45.2,42.2,6566.44,3497.73,39.24,25.06,Medium,7.9,10.9,High,2024-06-16,June,Q2
EMP0500,IT,DevOps Engineer,Senior,US,Claude,62.4,Data Analysis,Medium,9.9,88.8,63.2,28.83,9801.05,4047.79,33.23,34.41,High,8.8,8.6,High,2024-11-04,November,Q4
EMP0501,HR,L&D Specialist,Junior,APAC,ChatGPT,70.1,Data Analysis,Medium,8.0,67.5,40.2,40.44,4420.4,1582.12,37.46,32.39,High,8.5,22.8,Medium,2024-08-15,August,Q3
EMP0502,IT,DevOps Engineer,Mid,Europe,ChatGPT,104.7,Coding,Medium,6.9,83.1,55.6,33.09,8778.89,4050.0,50.41,17.14,High,8.7,3.0,High,2024-06-29,June,Q2
EMP0503,Operations,Business Analyst,Senior,India,Claude,35.4,Research,Low,6.2,49.2,45.6,7.32,2829.82,1463.26,17.45,3.48,Low,6.5,1.0,Medium,2024-11-23,November,Q4
EMP0504,Finance,Financial Analyst,Mid,India,ChatGPT,80.9,Content Creation,Low,6.4,56.9,42.1,26.01,5791.73,4189.68,23.1,33.27,Medium,7.7,5.1,High,2024-11-22,November,Q4
EMP0505,Operations,Project Manager,Senior,US,Claude,45.2,Content Creation,High,8.9,62.1,46.8,24.64,5141.15,4607.6,21.66,26.09,High,6.7,3.8,Medium,2024-12-13,December,Q4
EMP0506,Sales,Account Executive,Junior,APAC,ChatGPT,54.1,Customer Support,Medium,9.4,27.9,20.3,27.24,12456.3,2031.73,18.58,35.2,Medium,8.0,16.8,Medium,2024-11-07,November,Q4
EMP0507,IT,IT Manager,Junior,Europe,Copilot,123.6,Coding,High,8.1,75.3,39.1,48.07,9808.05,3971.63,39.01,34.38,High,8.9,9.3,High,2024-02-04,February,Q1
EMP0508,HR,Recruiter,Junior,UK,Gemini,60.9,Research,Low,3.3,65.9,52.0,21.09,4320.79,2060.92,28.24,22.05,Medium,6.9,5.1,Medium,2024-07-04,July,Q3
EMP0509,Marketing,Brand Manager,Mid,India,ChatGPT,57.4,Customer Support,Low,10.3,30.4,22.1,27.3,12767.37,2970.41,18.42,31.92,High,8.4,17.9,Medium,2024-03-19,March,Q1
EMP0510,Marketing,Brand Manager,Mid,APAC,Claude,75.2,Research,Medium,9.6,57.8,36.9,36.16,12481.24,3510.41,33.85,27.73,High,8.2,16.6,High,2024-08-15,August,Q3
EMP0511,Finance,Financial Analyst,Junior,US,Claude,29.1,Data Analysis,Low,3.7,64.6,53.9,16.56,3952.64,1766.81,18.42,29.38,Low,7.9,23.3,High,2024-09-28,September,Q3
EMP0512,IT,DevOps Engineer,Junior,Europe,ChatGPT,58.3,Data Analysis,Medium,8.9,64.9,43.1,33.59,6652.06,2903.56,32.11,38.23,High,7.9,22.8,Medium,2024-11-28,November,Q4
EMP0513,HR,HR Analyst,Junior,US,ChatGPT,39.9,Content Creation,Low,7.7,48.8,36.4,25.41,3105.48,2514.9,19.91,38.43,High,6.1,13.5,High,2024-01-14,January,Q1
EMP0514,Finance,FP&A Manager,Mid,US,OpenAI API,38.2,Content Creation,Medium,3.2,47.7,36.8,22.85,4104.84,3818.79,19.81,12.17,Low,7.4,10.5,High,2024-07-17,July,Q3
EMP0515,IT,Cybersecurity Analyst,Junior,APAC,Copilot,106.6,Data Analysis,High,9.1,62.0,37.7,39.19,6971.33,2960.59,45.23,38.91,High,8.5,15.3,High,2024-05-13,May,Q2
EMP0516,HR,L&D Specialist,Mid,India,ChatGPT,43.5,Data Analysis,High,4.9,64.5,50.7,21.4,1669.34,1304.22,24.18,13.48,Low,7.2,10.3,Medium,2024-05-26,May,Q2
EMP0517,IT,IT Manager,Mid,UK,OpenAI API,78.4,Coding,Medium,5.4,76.3,57.6,24.51,8666.73,3369.0,23.17,28.16,Medium,8.0,12.4,Medium,2024-03-10,March,Q1
EMP0518,Finance,Financial Analyst,Junior,US,OpenAI API,78.8,Data Analysis,High,4.3,54.5,32.8,39.82,3497.55,3578.22,27.93,29.56,Medium,8.4,13.5,High,2024-12-31,December,Q4
EMP0519,Marketing,Brand Manager,Senior,UK,ChatGPT,40.5,Customer Support,Low,7.0,15.4,12.8,16.88,8397.32,1975.3,25.61,22.39,Medium,6.7,12.6,Medium,2024-06-12,June,Q2
EMP0520,IT,DevOps Engineer,Junior,Europe,Copilot,88.7,Research,Low,6.2,35.4,27.1,23.45,3714.15,1693.13,25.77,2.0,Low,6.3,18.9,High,2024-10-04,October,Q4
EMP0521,Finance,Accountant,Junior,India,OpenAI API,82.9,Data Analysis,Medium,7.8,57.3,35.9,37.35,8281.7,3852.63,41.88,29.97,High,8.0,15.9,Medium,2024-12-30,December,Q4
EMP0522,IT,Data Scientist,Mid,Europe,Claude,69.6,Research,Medium,9.2,57.7,37.7,34.66,8053.56,3091.79,33.08,20.58,High,8.3,8.1,High,2024-04-24,April,Q2
EMP0523,Operations,Operations Manager,Junior,APAC,ChatGPT,74.2,Data Analysis,High,6.0,71.6,47.1,34.22,6505.99,5150.54,33.85,36.98,High,7.4,16.0,Medium,2024-05-01,May,Q2
EMP0524,Marketing,Brand Manager,Mid,US,ChatGPT,113.4,Research,High,8.3,57.2,31.4,45.1,11094.33,2080.15,52.09,41.03,High,9.1,6.1,Low,2024-10-10,October,Q4
EMP0525,Operations,Business Analyst,Mid,US,Claude,51.8,Research,Medium,5.7,68.2,48.7,28.59,6118.61,2620.11,23.17,26.0,Medium,7.0,12.3,High,2024-10-09,October,Q4
EMP0526,Sales,Account Executive,Mid,US,Gemini,88.4,Customer Support,High,8.3,39.7,25.6,35.52,15204.39,3391.59,41.19,35.24,High,8.2,17.8,High,2024-02-03,February,Q1
EMP0527,Finance,Accountant,Senior,India,OpenAI API,65.8,Content Creation,High,5.8,47.4,30.4,35.86,7784.72,6656.0,31.34,37.35,High,9.3,6.8,High,2024-09-02,September,Q3
EMP0528,HR,Compensation Analyst,Mid,APAC,Claude,40.2,Research,Medium,6.0,62.3,48.4,22.31,2051.48,1840.09,20.63,10.33,Medium,7.9,12.2,High,2024-10-21,October,Q4
EMP0529,Finance,Financial Analyst,Junior,UK,ChatGPT,91.6,Research,Medium,4.5,36.3,22.8,37.19,5391.37,2715.68,31.11,26.87,Medium,9.1,19.3,High,2024-11-24,November,Q4
EMP0530,IT,Software Engineer,Mid,Europe,ChatGPT,95.3,Data Analysis,High,7.5,52.8,30.8,41.67,10797.24,3547.3,40.65,30.28,High,9.5,12.5,High,2024-12-14,December,Q4
EMP0531,Marketing,Digital Marketer,Senior,India,Claude,42.0,Content Creation,High,8.8,62.8,39.8,36.62,9076.45,2920.85,31.13,34.41,High,8.3,4.5,High,2024-10-09,October,Q4
EMP0532,Operations,Business Analyst,Mid,APAC,ChatGPT,35.3,Data Analysis,Medium,7.2,66.0,56.1,15.0,2901.62,2685.78,16.99,16.86,Medium,7.2,1.0,Medium,2024-08-09,August,Q3
EMP0533,IT,Cybersecurity Analyst,Senior,UK,Copilot,85.1,Coding,High,6.4,69.1,33.1,52.1,9493.02,4049.28,31.31,34.96,High,10.0,10.1,Medium,2024-09-22,September,Q3
EMP0534,Sales,Account Executive,Senior,APAC,Copilot,29.8,Customer Support,Medium,9.6,17.3,13.2,23.7,13071.32,2133.68,12.09,21.11,Medium,7.2,13.3,Medium,2024-03-23,March,Q1
EMP0535,Marketing,SEO Analyst,Junior,India,Gemini,84.1,Research,High,8.5,75.1,50.6,32.62,5586.7,2213.88,24.42,22.14,Low,8.5,19.2,High,2024-09-22,September,Q3
EMP0536,HR,HR Analyst,Junior,India,ChatGPT,47.0,Research,Low,6.8,63.6,45.8,27.99,3763.19,2800.37,21.06,27.7,High,8.0,21.0,Medium,2024-04-10,April,Q2
EMP0537,Operations,Business Analyst,Junior,India,Claude,91.4,Data Analysis,High,4.9,75.9,52.5,30.83,5719.12,2172.3,19.25,24.43,Low,8.5,8.0,High,2024-11-16,November,Q4
EMP0538,Finance,Accountant,Junior,UK,Claude,56.1,Content Creation,Medium,6.4,55.3,35.6,35.62,7264.91,3158.94,32.94,48.05,High,8.8,22.6,Medium,2024-02-17,February,Q1
EMP0539,IT,Cybersecurity Analyst,Mid,India,OpenAI API,117.1,Research,Medium,9.1,51.5,32.3,37.28,8765.4,4599.6,47.64,36.41,High,8.2,7.7,High,2024-10-24,October,Q4
EMP0540,Finance,FP&A Manager,Junior,APAC,ChatGPT,69.3,Content Creation,Medium,6.9,46.3,32.9,28.94,7154.46,6028.12,32.61,24.52,High,6.2,18.5,Low,2024-11-15,November,Q4
EMP0541,HR,Compensation Analyst,Senior,India,Claude,55.0,Data Analysis,High,4.1,64.7,45.3,29.98,1907.96,2604.93,21.62,15.44,Low,8.2,12.4,High,2024-01-22,January,Q1
EMP0542,Sales,Sales Manager,Mid,India,ChatGPT,79.4,Customer Support,Medium,7.9,48.1,32.0,33.47,9992.88,2437.06,29.4,24.55,Medium,9.1,12.2,High,2024-11-24,November,Q4
EMP0543,IT,Cybersecurity Analyst,Mid,India,Claude,95.6,Research,High,7.9,53.8,25.5,52.6,7498.94,3036.98,27.32,35.78,High,10.0,11.2,Medium,2024-04-17,April,Q2
EMP0544,Sales,Business Dev Manager,Junior,US,Copilot,58.9,Research,Low,9.3,83.1,63.9,23.1,8583.04,1978.04,28.07,44.59,High,8.1,22.6,High,2024-11-23,November,Q4
EMP0545,IT,Software Engineer,Senior,India,ChatGPT,82.7,Research,Medium,3.7,56.9,40.5,28.82,4278.39,1719.97,20.33,19.42,Low,7.9,9.4,High,2024-10-06,October,Q4
EMP0546,Marketing,SEO Analyst,Junior,India,Claude,104.5,Research,Low,4.9,62.7,45.1,28.07,5949.26,1969.13,22.74,23.9,Low,7.1,16.6,Medium,2024-05-05,May,Q2
EMP0547,Sales,Sales Analyst,Junior,UK,Copilot,104.1,Content Creation,High,6.5,56.1,41.6,25.85,8411.42,2383.83,25.96,31.23,Low,8.3,16.4,High,2024-02-07,February,Q1
EMP0548,IT,Software Engineer,Junior,UK,OpenAI API,96.7,Data Analysis,Medium,4.7,72.9,48.3,33.74,9259.56,3871.93,35.92,26.33,Medium,8.2,17.3,High,2024-07-31,July,Q3
EMP0549,IT,IT Manager,Junior,US,ChatGPT,69.9,Coding,Medium,5.5,79.3,56.5,28.75,5493.21,1550.95,20.45,14.85,Medium,9.7,16.5,High,2024-06-23,June,Q2
EMP0550,Operations,Business Analyst,Senior,India,ChatGPT,46.2,Research,Low,4.9,60.9,49.8,18.23,4328.62,3908.21,25.07,13.68,Medium,6.8,16.1,High,2024-06-12,June,Q2
EMP0551,Operations,Supply Chain Analyst,Junior,APAC,Claude,65.6,Data Analysis,Medium,5.7,73.7,55.9,24.15,4212.05,2612.67,20.61,21.28,Medium,7.6,12.6,Medium,2024-07-08,July,Q3
EMP0552,Sales,Business Dev Manager,Senior,Europe,Gemini,40.4,Customer Support,Medium,6.2,31.7,24.0,24.29,7889.99,1080.22,19.32,12.65,Low,6.0,4.0,High,2024-06-12,June,Q2
EMP0553,Operations,Process Analyst,Mid,US,Claude,58.7,Data Analysis,Medium,6.9,57.0,41.0,28.07,4468.74,4211.08,25.73,18.73,Medium,7.5,17.1,Medium,2024-05-16,May,Q2
EMP0554,Operations,Project Manager,Senior,APAC,ChatGPT,70.2,Data Analysis,Medium,5.5,45.5,30.0,34.07,5364.05,3311.99,27.77,14.39,Medium,8.2,11.7,High,2024-02-19,February,Q1
EMP0555,IT,Software Engineer,Senior,Europe,Claude,58.3,Data Analysis,High,9.2,61.2,42.1,31.21,12657.92,3809.74,12.87,46.77,High,9.7,10.4,High,2024-11-11,November,Q4
EMP0556,Finance,Risk Analyst,Junior,India,ChatGPT,57.5,Data Analysis,High,4.6,69.8,51.2,26.65,5016.31,3709.89,30.32,13.12,Medium,7.1,21.0,Medium,2024-06-16,June,Q2
EMP0557,Finance,CFO Analyst,Mid,UK,Claude,79.8,Research,High,4.7,56.9,37.1,34.8,5734.29,4143.24,29.98,14.71,Medium,8.5,9.3,High,2024-04-07,April,Q2
EMP0558,Marketing,Content Strategist,Junior,Europe,Copilot,104.0,Customer Support,High,8.0,31.0,17.1,44.84,8371.8,3336.62,32.18,18.7,Medium,8.9,26.0,High,2024-08-27,August,Q3
EMP0559,HR,L&D Specialist,Mid,US,Claude,63.2,Research,High,4.5,46.8,38.1,18.59,3065.5,1614.55,20.56,24.28,Low,7.9,9.8,High,2024-01-12,January,Q1
EMP0560,IT,Software Engineer,Mid,US,ChatGPT,89.7,Research,Medium,5.7,72.4,46.4,35.91,6598.27,2708.57,27.93,28.02,Medium,8.5,14.3,Medium,2024-08-22,August,Q3
EMP0561,Sales,Account Executive,Mid,US,ChatGPT,83.5,Research,Medium,7.2,82.1,55.7,32.16,9051.03,1151.57,30.52,42.69,Medium,7.6,10.5,High,2024-06-29,June,Q2
EMP0562,Sales,Sales Manager,Mid,Europe,ChatGPT,70.5,Content Creation,Medium,12.2,31.7,23.3,26.5,14655.21,3188.95,26.33,46.54,High,8.0,17.9,Medium,2024-09-10,September,Q3
EMP0563,Marketing,Digital Marketer,Junior,UK,Copilot,76.1,Research,Medium,9.3,63.4,41.4,34.7,8622.9,2816.93,25.74,20.66,High,8.7,17.6,High,2024-10-01,October,Q4
EMP0564,Sales,Sales Manager,Mid,Europe,ChatGPT,47.6,Content Creation,High,8.0,64.5,46.4,28.06,12721.64,2413.5,18.02,18.68,Medium,8.3,11.5,High,2024-03-09,March,Q1
EMP0565,Operations,Supply Chain Analyst,Senior,APAC,OpenAI API,43.2,Research,High,7.5,76.8,49.7,35.29,4961.44,3452.85,23.14,39.77,Medium,7.9,7.1,High,2024-07-25,July,Q3
EMP0566,Marketing,SEO Analyst,Junior,Europe,ChatGPT,101.4,Research,Medium,7.8,43.3,30.5,29.56,3446.13,1602.56,32.26,21.56,Low,8.4,13.5,High,2024-01-27,January,Q1
EMP0567,IT,Cybersecurity Analyst,Senior,UK,OpenAI API,65.9,Data Analysis,Medium,7.0,74.4,53.4,28.23,8390.36,3173.03,26.88,27.45,Medium,7.4,3.7,Medium,2024-10-10,October,Q4
EMP0568,IT,DevOps Engineer,Mid,India,Copilot,137.8,Data Analysis,High,7.9,48.0,32.1,33.12,5939.63,3671.85,38.7,30.85,Medium,8.1,14.2,High,2024-09-15,September,Q3
EMP0569,Sales,Sales Analyst,Senior,India,Gemini,63.2,Content Creation,High,10.2,31.4,19.4,38.22,18751.33,1811.72,27.24,36.55,High,8.5,10.8,High,2024-11-15,November,Q4
EMP0570,Operations,Business Analyst,Mid,UK,ChatGPT,72.7,Data Analysis,Low,6.3,57.3,41.3,27.92,5681.14,3304.99,35.17,26.3,High,8.1,13.3,High,2024-02-19,February,Q1
EMP0571,Finance,Risk Analyst,Mid,US,OpenAI API,52.8,Research,Low,4.7,69.8,54.1,22.49,6858.61,4821.78,23.32,37.76,High,7.5,11.3,High,2024-10-12,October,Q4
EMP0572,Finance,Accountant,Mid,India,ChatGPT,91.9,Data Analysis,Medium,8.4,66.7,44.0,34.03,6340.76,3828.27,34.31,37.11,High,8.4,11.5,High,2024-11-04,November,Q4
EMP0573,Sales,Business Dev Manager,Senior,Europe,Copilot,26.1,Research,Medium,4.4,43.2,32.6,24.54,4564.48,1338.73,14.59,31.05,Low,7.8,10.4,High,2024-01-21,January,Q1
EMP0574,Finance,Financial Analyst,Junior,India,ChatGPT,53.3,Data Analysis,Medium,6.4,77.0,56.6,26.49,8274.75,2340.76,31.26,31.06,Medium,7.5,22.3,Low,2024-12-31,December,Q4
EMP0575,Finance,Accountant,Mid,India,OpenAI API,46.0,Content Creation,Medium,5.6,74.6,60.4,19.03,1612.34,3556.15,28.65,15.14,Low,7.6,9.5,High,2024-08-21,August,Q3
EMP0576,Sales,Account Executive,Mid,US,Gemini,54.1,Research,Low,7.2,69.4,50.8,26.8,9109.23,2327.45,19.82,31.56,Medium,8.3,12.0,High,2024-03-12,March,Q1
EMP0577,IT,DevOps Engineer,Junior,Europe,Claude,96.2,Coding,Medium,6.3,89.7,61.5,31.44,5773.47,1917.96,35.97,36.07,Medium,7.8,15.1,High,2024-07-20,July,Q3
EMP0578,Sales,Business Dev Manager,Senior,India,Gemini,64.6,Content Creation,Medium,11.0,43.5,28.8,33.79,13517.24,3809.46,30.51,40.68,High,8.0,1.0,Medium,2024-10-30,October,Q4
EMP0579,Finance,Accountant,Junior,US,Claude,66.8,Content Creation,High,3.5,58.7,38.8,33.9,5484.78,4120.9,30.41,31.17,Medium,9.1,17.7,High,2024-09-29,September,Q3
EMP0580,Operations,Project Manager,Junior,US,OpenAI API,89.8,Content Creation,High,2.8,76.2,51.2,32.81,3810.68,2724.66,26.9,14.23,Low,8.3,16.8,High,2024-06-02,June,Q2
EMP0581,HR,L&D Specialist,Senior,India,ChatGPT,49.7,Research,Medium,6.5,75.1,52.8,29.69,3829.45,429.28,16.52,17.07,Low,8.3,7.0,Medium,2024-06-18,June,Q2
EMP0582,Marketing,Marketing Manager,Mid,US,Copilot,79.3,Customer Support,Low,9.5,55.3,41.2,25.5,14069.89,3386.91,37.23,35.66,High,7.2,10.8,Medium,2024-06-06,June,Q2
EMP0583,Sales,Sales Manager,Mid,US,Gemini,85.6,Content Creation,Low,5.7,41.4,29.7,28.26,9358.05,2521.47,22.89,21.48,Low,9.7,11.6,Medium,2024-05-15,May,Q2
EMP0584,IT,Cybersecurity Analyst,Mid,UK,OpenAI API,67.9,Research,High,5.8,60.6,42.3,30.2,9267.12,2148.27,29.01,24.57,Medium,6.9,16.3,Medium,2024-01-27,January,Q1
EMP0585,Finance,CFO Analyst,Junior,APAC,OpenAI API,60.9,Data Analysis,High,6.8,59.7,40.1,32.83,6307.0,2515.45,20.87,33.99,Medium,6.7,29.6,Medium,2024-09-25,September,Q3
EMP0586,Marketing,Digital Marketer,Senior,India,Copilot,93.8,Content Creation,Medium,10.4,51.4,28.2,45.14,10304.57,3662.27,35.38,25.76,High,10.0,10.6,High,2024-12-14,December,Q4
EMP0587,HR,Recruiter,Junior,APAC,ChatGPT,81.1,Data Analysis,High,9.0,78.1,47.9,38.67,4651.75,1697.65,30.85,37.7,High,9.1,17.2,High,2024-12-24,December,Q4
EMP0588,Sales,Sales Manager,Junior,India,ChatGPT,74.2,Customer Support,High,10.6,42.4,30.5,28.07,14024.07,2860.96,35.31,35.92,High,7.9,18.3,Medium,2024-08-13,August,Q3
EMP0589,IT,DevOps Engineer,Junior,APAC,ChatGPT,46.4,Coding,High,5.1,90.3,67.3,25.47,4519.94,3478.64,28.58,34.81,Medium,8.2,20.6,High,2024-07-30,July,Q3
EMP0590,Operations,Process Analyst,Mid,US,Claude,32.7,Content Creation,Low,2.5,59.5,50.2,15.63,4097.37,1759.53,14.89,17.47,Low,7.6,5.3,High,2024-11-09,November,Q4
EMP0591,IT,IT Manager,Senior,India,Copilot,78.6,Research,Medium,4.0,57.2,38.0,33.57,4760.12,2522.34,30.48,23.09,Medium,8.1,7.4,High,2024-03-11,March,Q1
EMP0592,Operations,Business Analyst,Junior,US,ChatGPT,90.3,Content Creation,Medium,8.5,34.1,18.4,46.04,7179.98,3782.06,30.4,28.77,High,9.5,18.5,High,2024-06-15,June,Q2
EMP0593,IT,IT Manager,Senior,Europe,ChatGPT,82.5,Data Analysis,Medium,8.7,67.0,43.7,34.78,7302.85,4184.18,35.52,27.61,High,6.8,9.1,Medium,2024-03-29,March,Q1
EMP0594,Sales,Sales Analyst,Senior,APAC,Gemini,84.6,Content Creation,Medium,10.2,48.6,33.4,31.28,15906.28,2655.68,33.5,38.9,High,8.6,10.1,High,2024-10-06,October,Q4
EMP0595,Marketing,SEO Analyst,Mid,UK,Claude,76.1,Customer Support,High,8.3,35.6,19.4,45.51,11030.06,2952.6,29.15,22.35,High,9.9,10.5,High,2024-09-04,September,Q3
EMP0596,IT,Data Scientist,Junior,APAC,OpenAI API,108.4,Data Analysis,High,5.3,76.3,48.3,36.7,6084.67,2977.73,36.95,35.64,Medium,7.8,22.6,High,2024-10-12,October,Q4
EMP0597,Operations,Supply Chain Analyst,Mid,APAC,ChatGPT,96.4,Research,High,7.4,81.2,47.7,41.26,4350.41,3468.68,36.17,19.54,Medium,7.8,15.8,High,2024-05-27,May,Q2
